,imdbId,Imdb Link,Title,IMDB Score,Genre,Poster
578,106678,http://www.imdb.com/title/tt106678,I Don't Want to Talk About It (1993),7.0,Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTcyMjkxMDI4NF5BMl5BanBnXkFtZTcwMjMzMTgxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
31328,2550838,http://www.imdb.com/title/tt2550838,Il peggior Natale della mia vita (2012),5.2,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BZTY1NWY3YTgtNjU3Yi00YmM4LTlmNzYtN2M3Y2Q1YjBkZWQ2XkEyXkFqcGdeQXVyMTQ0MDE5OTI@._V1_UY268_CR3,0,182,268_AL_.jpg"
5511,308208,http://www.imdb.com/title/tt308208,Ballistic: Ecks vs. Sever (2002),3.6,Action|Crime|Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTkwMDk0OTcyMF5BMl5BanBnXkFtZTYwNzcxMDg5._V1_UX182_CR0,0,182,268_AL_.jpg"
19916,1431122,http://www.imdb.com/title/tt1431122,No Problem (2010),4.1,Action|Comedy|Crime,"https://images-na.ssl-images-amazon.com/images/M/MV5BMGRlMWIyMjgtNzlmNy00YzgyLTgwMDgtODMwMDMwMjczYzY4XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY268_CR1,0,182,268_AL_.jpg"
30382,3973410,http://www.imdb.com/title/tt3973410,Kaakkaa Muttai (2014),8.5,Comedy|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BYjI5OGMzY2YtOGY5Yi00M2VlLWFhN2ItYTY1YjRjNDljMDMzXkEyXkFqcGdeQXVyNjUyMzM0OTQ@._V1_UY268_CR7,0,182,268_AL_.jpg"
25413,1290135,http://www.imdb.com/title/tt1290135,Children of the Corn (2009),3.9,Horror|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BYTgyMmUzZmItMTA5NS00NDljLTk1NDQtZTJkMWM4ZWU1YzEwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR6,0,182,268_AL_.jpg"
31706,2375791,http://www.imdb.com/title/tt2375791,La fleur de l'Ì¢ge (2012),5.8,Comedy|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BM2M1N2M3MTYtYzI3OC00YjhlLWJlNGYtN2FkZWRhOGFmYTQyXkEyXkFqcGdeQXVyMjAyMTY4NA@@._V1_UY268_CR7,0,182,268_AL_.jpg"
38495,1550481,http://www.imdb.com/title/tt1550481,"Flamenco, Flamenco (2010)",7.2,Documentary|Music,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ1NjIyNDU0OV5BMl5BanBnXkFtZTgwOTUwMTcyNjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
23144,1686053,http://www.imdb.com/title/tt1686053,Apnoia (2010),5.6,Drama|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjkxNzMyODY1OF5BMl5BanBnXkFtZTgwMjk4NDA2MDE@._V1_UY268_CR1,0,182,268_AL_.jpg"
5116,81259,http://www.imdb.com/title/tt81259,The Octagon (1980),5.0,Action|Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY5NTIwMzU4MV5BMl5BanBnXkFtZTYwNjk1Mjg5._V1_UX182_CR0,0,182,268_AL_.jpg"
8709,66530,http://www.imdb.com/title/tt66530,Long Live Death (1971),6.9,Drama|War,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUwNDc5NDI2M15BMl5BanBnXkFtZTcwMjY1MzkyMQ@@._V1_UY268_CR6,0,182,268_AL_.jpg"
39307,4610244,http://www.imdb.com/title/tt4610244,The Other Side (2015),6.9,Documentary|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjMxNjE4MDA1Ml5BMl5BanBnXkFtZTgwMTkzODcwOTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
28331,1157658,http://www.imdb.com/title/tt1157658,I Love Sarah Jane (2008),7.0,Short|Horror|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjQ4NjY5Njg5OV5BMl5BanBnXkFtZTgwNTcyODExMTE@._V1_UY268_CR1,0,182,268_AL_.jpg"
36390,62997,http://www.imdb.com/title/tt62997,Le gai savoir (1969),6.4,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIwNjUyMTY3MF5BMl5BanBnXkFtZTcwMTY3MTE2MQ@@._V1_UY268_CR2,0,182,268_AL_.jpg"
39908,1714202,http://www.imdb.com/title/tt1714202,A Crush on You (2011),6.1,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BYTY3Y2RiZDUtN2IwYS00ZTYyLWJkMGMtMjYyMmIzYjA1MGI5XkEyXkFqcGdeQXVyNzE3MDMzOA@@._V1_UY268_CR4,0,182,268_AL_.jpg"
24312,2210463,http://www.imdb.com/title/tt2210463,Battle of the Damned (2013),4.5,Action|Adventure|Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjcwODcwMjU2NF5BMl5BanBnXkFtZTgwMTE2OTE4MDE@._V1_UY268_CR4,0,182,268_AL_.jpg"
8101,333766,http://www.imdb.com/title/tt333766,Garden State (2004),7.6,Comedy|Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjc5MDE0NjkxOF5BMl5BanBnXkFtZTcwNzA0NTkyMw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
28414,65148,http://www.imdb.com/title/tt65148,Una sull'altra (1969),6.8,Mystery|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BZDA1NmJlZTUtNzBhYy00ODMxLWE5NWEtYThkOWJjMjVhOWRmXkEyXkFqcGdeQXVyMTAxMDQ0ODk@._V1_UY268_CR3,0,182,268_AL_.jpg"
28347,3467440,http://www.imdb.com/title/tt3467440,Up in the Wind (2013),5.8,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BM2YyNDk1YjEtMTkxMi00ZmRiLWJjMGQtMzE3ODljZTgzYWMyXkEyXkFqcGdeQXVyMjExMzEyNTM@._V1_UY268_CR5,0,182,268_AL_.jpg"
32810,112909,http://www.imdb.com/title/tt112909,Dou sing 2: Kai tau dou sing (1995),5.1,Action|Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjhmMDRkYTItODljNS00MmY5LThjZjktYWM5OTk0OWFhMmU2XkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_UY268_CR3,0,182,268_AL_.jpg"
2313,87688,http://www.imdb.com/title/tt87688,Mass Appeal (1984),6.6,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUwMDg5OTQ5N15BMl5BanBnXkFtZTYwNzY4Nzg5._V1_UX182_CR0,0,182,268_AL_.jpg"
18975,1687247,http://www.imdb.com/title/tt1687247,Life in a Day (2011),7.7,Documentary|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE4MDQ2NTM3Nl5BMl5BanBnXkFtZTcwMDQ1MDY1NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
28245,2650978,http://www.imdb.com/title/tt2650978,Das finstere Tal (2014),7.2,Mystery|Western,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjEyODA0NDgzM15BMl5BanBnXkFtZTgwNzM0NjgwOTE@._V1_UY268_CR4,0,182,268_AL_.jpg"
13951,44573,http://www.imdb.com/title/tt44573,The Duel at Silver Creek (1952),6.3,Western,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgwNjM4NzU3N15BMl5BanBnXkFtZTYwMDIyNjA5._V1._CR1,70,260,368_UY268_CR3,0,182,268_AL_.jpg"
30553,2815072,http://www.imdb.com/title/tt2815072,Indigenous (2014),5.2,Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4Mjk5MzMyOF5BMl5BanBnXkFtZTgwNjI4MzQ0NzE@._V1_UY268_CR9,0,182,268_AL_.jpg"
26474,2147822,http://www.imdb.com/title/tt2147822,Jim Norton: Please Be Offended (2012),7.2,Documentary|Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjIzNzQ3MTQ5N15BMl5BanBnXkFtZTgwOTc0NjA2MDE@._V1_UY268_CR1,0,182,268_AL_.jpg"
33354,1517239,http://www.imdb.com/title/tt1517239,Geobugi dallinda (2009),6.8,Comedy|Crime|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjMyMTk4ODQ1M15BMl5BanBnXkFtZTgwNDcwNzUxMTE@._V1_UY268_CR9,0,182,268_AL_.jpg"
5612,82045,http://www.imdb.com/title/tt82045,Banana Joe (1982),6.3,Action|Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA0Mjk3ODkyNV5BMl5BanBnXkFtZTcwMTcxNDAwMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
20698,264813,http://www.imdb.com/title/tt264813,Lulu in Berlin (1984),7.2,Documentary,
805,49521,http://www.imdb.com/title/tt49521,Death in the Garden (1956),6.9,Adventure|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTMzOTMwOTE5OV5BMl5BanBnXkFtZTcwNTc2OTY1Mw@@._V1_UY268_CR9,0,182,268_AL_.jpg"
5475,294431,http://www.imdb.com/title/tt294431,Le cas Pinochet (2001),7.3,Documentary,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU4MDY5NTYwOV5BMl5BanBnXkFtZTgwOTQxNTIyNjE@._V1_UY268_CR4,0,182,268_AL_.jpg"
11535,422491,http://www.imdb.com/title/tt422491,L'intrus (2004),7.0,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzU4MTAyMTc5NF5BMl5BanBnXkFtZTcwNjg0NzIzMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
38824,4063178,http://www.imdb.com/title/tt4063178,The Dog Lover (2016),4.8,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BYjQxNmEwYTgtMjcxZi00YzMzLThhOTgtYzYyMjJiNTRkZmExXkEyXkFqcGdeQXVyMTIxMzA5MDI@._V1_UY268_CR1,0,182,268_AL_.jpg"
15610,121853,http://www.imdb.com/title/tt121853,Lapualaismorsian (1967),6.1,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDA3ODM0N2UtNjYwYi00ODQyLWE0OTItODFhYzVlYWNkNjdhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzAyNTY2MjY@._V1_UY268_CR1,0,182,268_AL_.jpg"
9597,293508,http://www.imdb.com/title/tt293508,The Phantom of the Opera (2004),7.3,Drama|Musical|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDczNzg4OTM3MV5BMl5BanBnXkFtZTcwOTQzMTEzMw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
33580,30814,http://www.imdb.com/title/tt30814,Suspiros de EspaÌ±a (1939),6.5,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BZWY0NzU3ZDUtZjAwMy00MTNjLTk5YTMtMTc0NDI1MTIyYTYxXkEyXkFqcGdeQXVyNTUyMTMyMDg@._V1_UX182_CR0,0,182,268_AL_.jpg"
17454,34694,http://www.imdb.com/title/tt34694,Edge of Darkness (1943),7.2,Drama|War,"https://images-na.ssl-images-amazon.com/images/M/MV5BZGZkN2MyYjEtODA4Yy00MDk5LWEyYWQtMTczZTNmOGU2MTlkXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
32832,3733778,http://www.imdb.com/title/tt3733778,Pay the Ghost (2015),5.2,Drama|Horror|Mystery,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzY3MTc3NzQ1Nl5BMl5BanBnXkFtZTgwNjk2MDE3NjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
27402,73880,http://www.imdb.com/title/tt73880,Walking Tall Part II (1975),6.1,Action|Biography|Crime,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk5MDM3NTY2OV5BMl5BanBnXkFtZTcwMDI1NDYyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
12580,82313,http://www.imdb.com/title/tt82313,Eijanaika (1981),7.0,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTMyNDc3MDcxMV5BMl5BanBnXkFtZTcwMjI4NTcyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
5538,271259,http://www.imdb.com/title/tt271259,Welcome to Collinwood (2002),6.4,Comedy|Crime,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc0NTI1MjMwMl5BMl5BanBnXkFtZTYwNTE2NzY3._V1_UX182_CR0,0,182,268_AL_.jpg"
5964,308514,http://www.imdb.com/title/tt308514,Lost in La Mancha (2002),7.4,Documentary,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjExNzY1ODUwM15BMl5BanBnXkFtZTcwOTg1MTQyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
6536,66434,http://www.imdb.com/title/tt66434,THX 1138 (1971),6.8,Crime|Drama|Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BYzRiY2I3M2EtODJkMy00NTEyLTgxNmYtYzYwYjk1ZDE1MDE1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
19483,1699720,http://www.imdb.com/title/tt1699720,Women Art Revolution (2010),6.8,Documentary,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE1MDU1MDA2Nl5BMl5BanBnXkFtZTcwNTQ2Mzk2NQ@@._V1_UY268_CR1,0,182,268_AL_.jpg"
23437,2011276,http://www.imdb.com/title/tt2011276,Banshee Chapter (2013),5.5,Horror|Sci-Fi|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BODUwNTU2MzIwMl5BMl5BanBnXkFtZTgwNTE5NzIzMDE@._V1_UY268_CR1,0,182,268_AL_.jpg"
3886,185431,http://www.imdb.com/title/tt185431,Little Nicky (2000),5.3,Comedy|Fantasy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4MTk3Mzk5NV5BMl5BanBnXkFtZTYwMTQ3NzI3._V1_UY268_CR0,0,182,268_AL_.jpg"
28803,2207484,http://www.imdb.com/title/tt2207484,Muck (2015),2.6,Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg3NjIwODAwNV5BMl5BanBnXkFtZTgwNTYwMjI2MzE@._V1_UX182_CR0,0,182,268_AL_.jpg"
5183,102103,http://www.imdb.com/title/tt102103,Impromptu (1991),7.0,Biography|Comedy|Music,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjAzMDk1OTA1Ml5BMl5BanBnXkFtZTcwMzYwMDcxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
10813,23814,http://www.imdb.com/title/tt23814,The Bitter Tea of General Yen (1933),7.1,Drama|Romance|War,"https://images-na.ssl-images-amazon.com/images/M/MV5BYTZjNjk1ZmItZGZiMC00NjI1LWFkODktZmQzNDBjY2JhYTc4XkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_UX182_CR0,0,182,268_AL_.jpg"
14990,189219,http://www.imdb.com/title/tt189219,Spring in a Small Town (1948),7.6,Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgyNjMyOTMyMV5BMl5BanBnXkFtZTcwODIwODM0MQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
25972,50483,http://www.imdb.com/title/tt50483,The Happy Road (1957),5.9,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUxMzg5OTg5MF5BMl5BanBnXkFtZTcwMzQyMTYyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
6660,330602,http://www.imdb.com/title/tt330602,Mambo Italiano (2003),6.7,Comedy|Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDk1Mzk3NjYxOF5BMl5BanBnXkFtZTcwMjAzMDUyMQ@@._V1_UY268_CR0,0,182,268_AL_.jpg"
1135,26465,http://www.imdb.com/title/tt26465,Here Comes Cookie (1935),6.3,Comedy|Music,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjAyNDQ4NTg0NF5BMl5BanBnXkFtZTcwODM4OTQxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
21268,882977,http://www.imdb.com/title/tt882977,Snitch (2013),6.5,Action|Drama|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTM4MTYzNjA3Nl5BMl5BanBnXkFtZTcwMzcyNDA5OA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
32799,1259520,http://www.imdb.com/title/tt1259520,Bon appÌ©tit (2010),6.2,Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY2MzkzNTc0N15BMl5BanBnXkFtZTcwNDUzMTUxNQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
39685,110201,http://www.imdb.com/title/tt110201,Gau ban ji ma goon ji baak min bau ching tin (1994),7.5,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU5NDAxNDk0NF5BMl5BanBnXkFtZTcwNzcwNTEzMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
25799,2926810,http://www.imdb.com/title/tt2926810,ABCs of Death 2 (2014),5.5,Comedy|Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjM5NzY4NTcyMF5BMl5BanBnXkFtZTgwMDU1MjczMjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
35793,1002563,http://www.imdb.com/title/tt1002563,The Young Messiah (2016),5.5,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU4NzM3NzczMF5BMl5BanBnXkFtZTgwMzM0NjkwNzE@._V1_UX182_CR0,0,182,268_AL_.jpg"
5896,309912,http://www.imdb.com/title/tt309912,Nicholas Nickleby (2002),7.2,Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY0MTMwNDY3OF5BMl5BanBnXkFtZTYwODUzMDM3._V1_UX182_CR0,0,182,268_AL_.jpg"
7963,43469,http://www.imdb.com/title/tt43469,Distant Drums (1951),6.6,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BODUyODA4MzYzMF5BMl5BanBnXkFtZTgwMDE1NDIwMjE@._V1_UY268_CR6,0,182,268_AL_.jpg"
10524,436686,http://www.imdb.com/title/tt436686,Protocols of Zion (2005),6.5,Documentary,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQxMTIwMzA1Nl5BMl5BanBnXkFtZTcwMDI3ODQzMQ@@._V1_UY268_CR0,0,182,268_AL_.jpg"
22610,2126362,http://www.imdb.com/title/tt2126362,Stitches (2012),5.7,Comedy|Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTliYzkyZDktZjEwZS00OTEzLWFjNDAtZjA4NjQ0Y2ZkZGU2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR4,0,182,268_AL_.jpg"
18676,1981703,http://www.imdb.com/title/tt1981703,The Harvest/La Cosecha (2011),7.2,Documentary,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTkwNjcwODQyOF5BMl5BanBnXkFtZTcwMjMyOTExNg@@._V1_UX182_CR0,0,182,268_AL_.jpg"
29986,94899,http://www.imdb.com/title/tt94899,Der Commander (1988),5.2,Action|War,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ3Nzc1MTc5NV5BMl5BanBnXkFtZTYwODI5NDc5._V1_UY268_CR1,0,182,268_AL_.jpg"
32570,419081,http://www.imdb.com/title/tt419081,Psychopathia Sexualis (2006),3.9,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI5OTAyNzI0MF5BMl5BanBnXkFtZTcwNjMyMTcyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
30601,1087517,http://www.imdb.com/title/tt1087517,American High School (2009),2.5,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4Mzg2MTQ1NV5BMl5BanBnXkFtZTcwNzc0MDQ0Mg@@._V1_UY268_CR4,0,182,268_AL_.jpg"
10258,37611,http://www.imdb.com/title/tt37611,Conflict (1945),7.1,Drama|Film-Noir|Mystery,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc1OTkwNjMwM15BMl5BanBnXkFtZTgwNjc2MjcyMjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
31341,1866205,http://www.imdb.com/title/tt1866205,Nessuno mi puÌ_ giudicare (2011),6.1,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY5NDU0Njg0NV5BMl5BanBnXkFtZTcwOTE0ODI5NA@@._V1_UY268_CR3,0,182,268_AL_.jpg"
36774,3480886,http://www.imdb.com/title/tt3480886,Ma ma (2015),6.3,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUyODc2MjA5Ml5BMl5BanBnXkFtZTgwOTM0NDQ0ODE@._V1_UX182_CR0,0,182,268_AL_.jpg"
373,111257,http://www.imdb.com/title/tt111257,Speed (1994),7.2,Action|Adventure|Crime,"https://images-na.ssl-images-amazon.com/images/M/MV5BYjc0MjYyN2EtZGRhMy00NzJiLWI2Y2QtYzhiYTU3NzAxNzg4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
8496,40308,http://www.imdb.com/title/tt40308,Easter Parade (1948),7.5,Musical|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BODk3Njk4MDk2Ml5BMl5BanBnXkFtZTcwMjAyNjQ2Mw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
20363,1262863,http://www.imdb.com/title/tt1262863,Boogie Man: The Lee Atwater Story (2008),7.7,Documentary|Biography,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY3ODUxNDQ3N15BMl5BanBnXkFtZTcwNzQxMDI3Mw@@._V1_UY268_CR13,0,182,268_AL_.jpg"
24049,54701,http://www.imdb.com/title/tt54701,Bridge to the Sun (1961),7.3,Drama|Romance|War,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE2NDM0NjAwN15BMl5BanBnXkFtZTgwODg4Nzk1MDE@._V1_UY268_CR3,0,182,268_AL_.jpg"
17332,80842,http://www.imdb.com/title/tt80842,Harlequin (1980),6.3,Drama|Fantasy|Mystery,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM4NjI5MzUxMF5BMl5BanBnXkFtZTcwMzE4NDYxMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
3800,187696,http://www.imdb.com/title/tt187696,Anatomie (2000),6.1,Horror|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI1NjkyMDA3OF5BMl5BanBnXkFtZTcwNjUxMjcyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
30161,1667838,http://www.imdb.com/title/tt1667838,I Hate Luv Storys (2010),5.6,Comedy|Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ1NzMwOTAwNl5BMl5BanBnXkFtZTcwNTYzODU2Mw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
37556,3903322,http://www.imdb.com/title/tt3903322,The Birth of SakÌ© (2015),7.2,Documentary|Biography|Family,"https://images-na.ssl-images-amazon.com/images/M/MV5BZmE2MTc0YWYtY2QyMS00ODYyLTgzMzYtZmQ3ZWNmNDQxYWExXkEyXkFqcGdeQXVyNjY1OTY4MTk@._V1_UX182_CR0,0,182,268_AL_.jpg"
11525,381348,http://www.imdb.com/title/tt381348,"Kumo no mukíÇ, yakusoku no basho (2004)",7.2,Animation|Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg5ODA4MTY1OV5BMl5BanBnXkFtZTcwODYwMzAzMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
5648,82431,http://www.imdb.com/title/tt82431,Galaxy of Terror (1981),5.1,Action|Adventure|Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BZTFmYmM1MmYtNmRkYi00NmQ1LWEyZWQtZWIzNGEzMzdiZjlmXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_UX182_CR0,0,182,268_AL_.jpg"
29816,3163304,http://www.imdb.com/title/tt3163304,Mita Tova (2014),7.1,Comedy|Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4OTY3NzAyM15BMl5BanBnXkFtZTgwOTM3Mzk0NDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
21600,1300854,http://www.imdb.com/title/tt1300854,Iron Man Three (2013),7.2,Action|Adventure|Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTkzMjEzMjY1M15BMl5BanBnXkFtZTcwNTMxOTYyOQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
24923,430916,http://www.imdb.com/title/tt430916,Beautiful Losers (2008),7.1,Documentary|Music,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE3Mzk5OTI1MF5BMl5BanBnXkFtZTcwOTQyNTE2MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
32969,2514028,http://www.imdb.com/title/tt2514028,Rosenwald (2015),8.1,Documentary|Biography,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzQyNzM0Mzg1Nl5BMl5BanBnXkFtZTgwNjIzMDI5NjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
18147,780504,http://www.imdb.com/title/tt780504,Drive (2011),7.8,Crime|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BZjY5ZjQyMjMtMmEwOC00Nzc2LTllYTItMmU2MzJjNTg1NjY0XkEyXkFqcGdeQXVyNjQ1MTMzMDQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
17801,807952,http://www.imdb.com/title/tt807952,Kalteva torni (2006),5.7,Comedy|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BNGMyNTllNzktMTZlZC00OTE5LWI3YWUtM2M4MGM0NDMzMTVhXkEyXkFqcGdeQXVyNjM3NTIzNjE@._V1_UY268_CR2,0,182,268_AL_.jpg"
4722,236034,http://www.imdb.com/title/tt236034,Born Romantic (2000),6.5,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk5ODUxMjIzNV5BMl5BanBnXkFtZTcwMDI1MTMyMQ@@._V1_UY268_CR1,0,182,268_AL_.jpg"
36249,1586727,http://www.imdb.com/title/tt1586727,Crepuscule (2009),5.8,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BZjNjNTQ0NDYtNjhiNS00MTEzLWE0MzgtMWZjZjE4NzczMjNlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTE4MTE1NDk@._V1_UY268_CR3,0,182,268_AL_.jpg"
38725,3416828,http://www.imdb.com/title/tt3416828,Ice Age: Collision Course (2016),5.7,Animation|Adventure|Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUwMTk2ODc1OV5BMl5BanBnXkFtZTgwMzU4MzgzOTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
35243,3001186,http://www.imdb.com/title/tt3001186,Noah (2013),7.8,Animation|Short|Comedy,
20981,2243537,http://www.imdb.com/title/tt2243537,A Haunted House (2013),5.1,Comedy|Fantasy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM1ODgyOTI0NF5BMl5BanBnXkFtZTcwODgyMDY3OA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
13486,486259,http://www.imdb.com/title/tt486259,American Teen (2008),6.5,Documentary,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc2ODc1ODk5Nl5BMl5BanBnXkFtZTcwNjQ3Mjg3MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
